Folio,Grado,Sexo,Edad,Autoconsciencia1,Autoconsciencia2,Autoconsciencia3,Eficacia1,Eficacia2,Eficacia3,Persistencia1,Persistencia2,Persistencia3,ApoyoEscuela1,ApoyoEscuela2,ApoyoEscuela3,CoherenciaFam1,CoherenciaFam2,CoherenciaFam3,Compañerismo1,Compañerismo2,Compañerismo3,RegulaciónEmo1,RegulaciónEmo2,RegulaciónEmo3,Empatía1,Empatía2,Empatía3,ControlConducta1,ControlConducta2,ControlConducta3,Optimismo1,Optimismo2,Optimismo3,Entusiasmo1,Entusiasmo2,Entusiasmo3,Gratitud1,Gratitud2,Gratitud3,Gratitud4
170,1,2,14,3,3,2,3,4,2,1,1,1,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,2,3,3,4,4,4,5,2,5,4,5,5,5
171,1,1,13,3,3,3,2,2,3,2,4,2,4,4,4,4,4,3,3,2,2,2,2,3,2,3,3,3,2,3,4,3,3,4,3,4,2,4,4,3
172,1,2,13,3,3,3,4,3,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,5,4,4,5,5,4
173,1,2,13,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,5,5,5,4,4,4
174,1,1,14,3,4,3,4,4,3,2,4,4,3,2,3,3,3,3,1,1,1,3,4,2,4,3,4,4,2,2,3,2,4,1,3,3,3,3,1,1
175,1,2,14,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,,4,3,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5
176,1,1,13,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4
177,1,1,13,4,3,3,3,4,3,4,4,3,4,3,1,2,,4,4,4,3,4,3,4,4,4,3,4,2,3,4,3,4,4,3,5,2,3,4,5
178,1,1,14,4,3,3,2,2,3,1,3,2,4,3,1,3,3,2,1,1,2,2,2,1,2,2,2,2,1,2,4,3,3,3,2,4,3,3,3,4
179,1,1,14,3,3,2,4,3,4,2,2,3,4,3,3,4,3,3,2,1,1,3,3,4,1,3,4,3,,3,2,2,2,3,3,3,3,4,2,3
180,1,1,13,3,1,1,2,,1,1,1,1,1,,3,2,1,3,1,4,4,1,1,2,1,,1,1,4,1,4,1,4,1,1,1,1,1,1,1
181,1,1,14,3,3,4,4,4,4,4,3,2,4,4,3,4,4,4,4,2,3,4,3,3,4,3,3,4,4,,3,3,4,2,2,2,4,5,,4
182,1,1,13,3,2,4,4,3,3,2,2,2,4,3,2,3,3,3,2,2,3,3,2,2,1,2,2,3,3,2,2,1,2,2,1,1,1,1,1,2
183,1,2,13,4,4,3,4,4,3,3,4,2,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,4,5,4,5,4
184,1,1,15,3,2,3,3,2,2,3,3,2,4,3,3,4,4,3,2,2,2,3,3,2,3,2,3,3,2,3,2,3,4,4,4,3,3,3,4,3
185,1,1,13,4,3,2,4,3,2,1,2,1,4,4,3,3,4,4,4,4,4,2,1,2,3,1,3,3,3,4,3,2,2,3,3,3,4,2,3,4
186,1,1,14,2,2,3,4,3,2,1,3,1,4,3,1,1,4,3,3,4,4,1,4,3,2,3,3,4,2,3,4,3,3,5,4,4,4,5,5,4
187,1,1,14,3,2,2,4,2,2,4,3,3,4,,1,4,4,1,1,1,1,4,4,4,1,4,1,3,4,4,4,4,1,5,3,2,2,1,1,1
188,1,1,14,4,4,2,4,2,4,2,3,3,4,2,4,3,3,3,3,3,4,3,4,2,3,1,1,2,1,2,1,3,2,5,4,5,4,5,5,4
189,1,2,14,4,3,3,4,4,2,,3,3,4,3,1,4,3,3,2,2,4,3,2,1,2,2,3,2,2,3,3,3,3,2,3,2,3,2,4,5
190,1,2,13,4,4,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,4,1,4,4,1,4,4,4,4,3,4,4,3,2,5,5,4,3,2,4
191,1,2,13,2,4,3,4,2,3,3,2,4,4,4,4,4,2,3,4,4,4,4,4,2,3,4,4,4,1,4,2,4,4,4,3,4,4,4,5,4
192,1,1,13,3,2,3,4,4,4,2,2,2,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,3,3,4,4,3,4,5,5,5,5,4,4
193,1,2,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,5,5,3
194,1,2,13,3,4,2,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,3,2,3,3,3,2,3,3,2,4,4,4,5,5,5,4,4,4,3
195,1,2,13,4,3,4,4,3,3,2,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,3,3,3,3
196,1,2,13,,2,2,4,2,3,1,4,3,2,4,3,4,4,4,4,4,4,3,2,3,4,4,4,3,1,2,3,4,3,5,5,5,4,5,5,4
197,1,1,13,2,3,2,3,3,2,2,3,2,4,3,3,4,3,2,1,2,3,3,3,3,2,4,4,1,4,3,4,4,3,3,4,3,2,4,5,4
198,3,1,16,3,3,3,,4,4,4,,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5
199,2,1,16,3,3,4,4,3,3,2,2,2,2,2,2,3,4,4,3,4,3,3,4,2,2,3,2,3,3,4,4,4,4,4,5,5,5,4,5,5
200,2,1,16,3,3,2,4,3,4,4,3,3,4,4,3,4,4,4,3,2,4,4,4,4,3,4,3,3,3,4,4,4,4,5,5,5,4,3,3,4
201,2,1,15,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,2,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,5
202,2,2,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
203,2,2,14,3,3,3,4,3,3,2,3,3,4,4,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,2,3,4,4,4,3,4,4,5,4
204,2,2,14,2,3,1,1,1,2,3,1,1,4,3,4,3,3,3,4,4,4,2,3,2,4,3,3,3,4,4,4,3,3,2,2,3,1,2,2,2
205,2,2,14,2,3,3,2,2,2,3,2,3,2,1,3,4,4,3,3,3,3,2,2,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,4,4
206,2,2,14,2,3,2,4,3,2,3,3,2,,3,4,4,3,3,2,2,2,3,3,4,4,3,3,3,4,2,4,4,3,3,3,3,4,5,4,3
207,2,2,14,3,2,1,3,2,1,3,2,3,2,1,3,1,2,3,2,3,2,3,4,2,3,2,3,2,3,2,4,2,3,4,3,2,2,4,2,3
208,2,2,14,3,3,2,2,2,3,2,2,2,3,2,3,2,2,3,1,2,2,3,3,2,3,3,3,2,2,3,4,4,2,3,3,3,3,3,4,4
209,2,1,15,3,2,3,2,3,2,1,2,2,2,2,4,2,1,1,2,1,3,2,2,1,3,2,2,2,2,1,4,2,3,3,4,2,2,3,4,4
210,2,2,14,3,3,4,4,3,4,4,3,3,,4,4,3,3,4,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,5,4
211,1,1,14,3,3,4,4,4,3,3,3,3,3,1,2,4,4,4,1,3,4,4,4,4,4,4,3,4,3,3,4,4,3,5,5,4,4,3,4,3
212,1,2,13,3,3,3,4,3,2,1,2,4,,3,4,4,4,4,4,3,4,3,3,4,2,3,3,4,3,2,4,3,4,3,3,3,4,3,3,2
213,2,2,14,3,3,3,2,3,2,3,3,2,3,3,3,3,4,3,3,3,4,3,2,2,3,3,3,2,3,3,4,3,4,3,3,3,3,2,3,3
214,2,2,14,3,4,4,3,4,3,3,2,4,4,3,4,3,3,2,2,2,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,3,4,3,5,4
215,2,2,14,3,2,3,4,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,1,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,3,3
216,2,2,15,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,,3,2,4,4,3,3,3,3,4,3,3,5,4,2,3,3,3,5
217,2,1,15,2,3,2,2,1,4,1,2,1,2,3,2,3,4,3,2,1,3,1,2,2,2,3,2,2,1,1,1,2,1,2,2,3,1,1,1,3
218,2,1,15,4,3,3,4,3,3,4,2,3,2,4,4,4,4,4,3,3,4,3,4,4,3,3,2,4,2,3,4,4,4,4,5,3,3,3,5,4
219,2,2,14,3,2,3,3,2,2,1,2,2,3,3,3,4,3,4,4,3,4,2,2,2,4,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3
220,2,2,15,4,3,3,4,3,4,4,4,4,4,4,4,3,3,2,4,4,4,4,1,1,4,4,3,4,4,3,4,3,3,4,3,1,2,4,3,1
221,2,2,15,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,4,4,2,3,3,4,4,4,3,4,4,1,3,,2,3,3,3,3,3,3,1
222,2,2,15,2,3,2,4,4,2,1,3,1,4,1,3,4,3,2,4,4,4,4,4,3,4,4,3,2,3,4,3,2,4,3,2,1,3,2,4,3
223,2,2,14,4,3,3,4,3,2,2,3,4,4,4,4,3,3,4,4,4,4,3,3,2,3,2,2,3,3,3,4,4,4,4,4,3,5,4,4,4
224,2,1,14,2,2,3,3,3,4,4,1,2,3,3,3,1,2,3,3,4,2,3,3,3,3,4,2,2,2,2,2,3,2,1,1,3,3,4,5,4
226,2,1,15,4,3,3,4,2,3,3,2,2,3,3,3,2,1,4,1,3,2,4,4,2,2,3,1,2,4,2,4,3,4,4,4,5,4,4,3,4
227,2,1,14,3,3,4,3,4,4,3,4,3,4,2,3,4,3,4,1,2,2,3,4,3,1,2,2,3,2,2,4,4,4,5,5,5,5,5,4,5
228,2,1,14,3,3,3,4,4,4,4,3,2,3,,3,3,3,4,3,3,3,4,4,4,3,2,2,4,3,3,2,4,3,3,3,4,2,4,3,3
229,3,2,16,2,2,4,4,4,3,2,1,2,2,4,4,3,3,3,3,4,3,3,2,1,1,3,3,3,2,2,2,2,4,2,2,2,2,2,3,2
230,3,2,15,3,3,4,4,4,3,4,3,4,4,4,3,3,3,2,4,4,4,4,4,4,3,3,3,3,2,3,4,4,4,5,5,5,5,4,4,4
231,3,2,15,3,3,4,4,3,4,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,5,5,4,5,5
232,3,1,15,3,4,2,4,3,3,3,2,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,4,4,4,3,4,3,4,5,4,4,4,3,4,4
233,3,2,16,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,5,5
234,3,1,16,3,3,3,4,4,3,2,2,1,3,4,3,4,4,4,2,2,3,2,3,1,2,3,3,3,4,3,4,2,4,4,4,4,4,3,4,4
235,3,2,16,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,5,5,4,5,5
236,3,2,16,3,3,3,4,3,3,3,2,3,4,3,4,4,4,4,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,4
237,3,2,16,3,4,4,3,3,4,3,3,4,4,4,4,4,,4,4,4,4,3,3,3,4,4,3,4,3,,4,4,4,4,4,4,4,4,4,4
238,3,2,16,2,3,4,4,3,2,4,2,3,4,4,4,4,4,4,2,3,4,2,3,1,4,4,3,3,2,2,4,4,4,4,4,2,2,2,3,3
239,3,2,15,4,3,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,5,5,4,4,5,5,4
240,3,2,15,3,3,3,4,2,3,2,2,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,1,3,3,4,4
241,3,2,15,3,3,3,4,2,3,3,2,3,4,4,4,3,3,3,3,4,4,3,2,3,4,3,3,3,3,3,2,3,4,2,2,2,2,2,2,2
242,3,1,15,3,3,2,4,3,3,2,2,3,3,3,2,4,3,4,4,4,4,3,3,2,3,3,3,4,2,2,4,3,3,4,4,3,3,4,4,4
243,3,2,16,3,4,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,4,3,3,3,3,3,3,3,4,5,4,4
244,3,1,16,3,3,4,4,4,3,1,2,1,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,2,4,4,4,3,4,3,3,4,3,3
245,3,2,15,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5
246,3,1,16,4,4,3,4,3,4,2,2,3,4,3,4,4,3,4,1,1,1,3,4,4,3,3,3,4,4,4,4,4,4,4,5,4,4,4,5,5
247,3,1,16,4,4,3,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,3,4,3,2,4,4,4,4,5,5,5,5,5,5
248,3,2,16,3,3,3,4,4,3,1,2,2,3,2,2,3,4,4,4,4,4,4,4,3,3,4,3,4,3,3,2,4,4,4,4,3,3,4,3,3
249,3,2,16,4,2,3,4,4,2,2,2,1,2,2,3,4,3,4,4,4,4,3,3,2,2,2,3,2,4,4,4,3,3,5,,2,5,4,3,3
250,3,1,16,4,4,3,2,4,4,2,3,2,3,3,3,4,3,4,1,1,2,4,4,4,3,4,4,4,4,3,2,4,3,4,4,4,4,4,5,5
251,3,1,15,4,3,3,4,4,3,3,3,4,4,4,4,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,5,4,5,5,5,5,5
252,3,2,16,,3,3,4,3,4,3,3,2,4,4,3,3,3,2,4,4,4,3,3,2,3,3,3,4,1,3,4,4,4,4,3,5,4,5,4,4
253,3,1,15,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
254,3,1,16,3,3,2,4,4,3,2,2,2,3,3,3,4,2,4,3,3,1,3,4,3,2,2,1,2,3,4,3,2,3,3,3,3,3,3,4,4
255,3,1,16,4,4,4,,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4
256,3,1,16,3,3,3,4,3,3,3,2,2,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
257,3,1,16,3,3,4,4,3,3,4,3,3,4,4,4,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,,5,4,3,4,3
258,3,1,16,3,3,3,3,2,2,2,3,3,2,,2,3,3,3,3,4,3,3,4,3,3,3,2,3,4,3,3,3,4,3,3,3,4,4,3,3
259,3,1,15,3,3,2,4,4,3,2,3,3,4,3,4,2,3,3,3,4,4,3,4,2,3,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3
260,3,1,16,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,3
261,3,2,15,4,4,4,4,4,4,2,3,4,4,2,4,4,4,4,4,4,4,4,3,4,1,3,2,4,4,3,4,4,4,4,4,5,5,5,5,4
262,3,2,15,3,,2,4,3,3,2,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,1,4,3,4,4,3,4,3,5,4,5,3
263,3,2,15,4,3,3,4,3,4,3,3,3,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,5,4,5,5,4,5,5
264,3,2,16,3,4,3,4,3,3,1,3,3,3,3,3,2,2,2,3,3,4,3,3,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,4,3
265,3,2,15,4,4,3,3,4,3,2,2,2,4,3,3,2,3,3,3,3,4,3,3,3,4,4,4,3,2,3,3,4,4,3,3,4,3,3,4,4
266,3,2,16,3,4,4,3,2,2,4,3,3,4,4,4,3,3,4,2,3,4,4,4,3,3,3,3,3,3,4,2,3,3,2,2,2,3,3,3,3
267,3,1,15,1,1,1,2,1,2,1,1,1,4,4,4,2,2,1,2,1,2,1,1,1,1,1,2,1,4,1,2,2,2,4,3,3,1,2,2,2
268,3,2,15,3,3,2,4,3,3,2,3,2,3,2,3,3,4,4,3,4,3,3,3,2,4,4,3,4,2,3,3,3,4,3,3,3,4,3,3,3
269,3,1,15,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,2,3,3,4,4,4,4,4,4,4,5,5,4
270,3,2,15,4,3,,3,4,3,2,2,1,4,2,2,2,1,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,1,3,1,,3,4
271,3,1,15,4,3,3,4,4,4,3,3,3,3,4,3,4,4,4,2,2,3,4,4,4,4,4,4,3,4,3,4,4,3,5,4,5,5,4,4,4
272,3,2,15,3,2,3,4,3,3,2,2,2,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,4,4,5,5,5
273,3,1,15,3,3,3,4,3,3,2,2,2,3,3,3,4,4,3,2,2,2,3,3,4,3,3,3,3,2,2,3,3,4,5,4,5,5,4,5,4
274,3,2,15,3,3,2,3,4,4,2,2,2,3,1,2,3,3,2,1,1,1,3,3,3,4,4,4,3,2,3,3,4,4,3,3,3,4,4,4,3
275,3,1,15,2,2,3,3,2,4,4,3,3,4,3,4,3,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,5,4,3,4,4
276,3,2,15,3,3,3,3,2,2,2,2,2,3,4,2,4,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,4,3,3,4,3,3,4,3
277,3,2,15,3,3,4,4,2,3,3,2,3,3,2,3,4,4,4,3,2,2,4,4,2,3,3,3,4,4,3,3,2,,2,3,,3,3,3,3
278,3,2,15,2,2,2,1,2,4,1,2,2,2,2,2,2,1,2,4,4,4,3,3,1,2,2,3,3,1,1,2,1,1,2,2,2,3,1,1,1
279,3,1,15,3,3,3,,3,3,2,2,2,3,3,2,3,4,4,3,2,3,3,2,2,2,3,,3,2,2,2,3,,3,3,3,3,3,3,3
280,3,1,15,4,3,4,4,4,4,3,2,3,3,3,,2,2,2,4,3,2,3,2,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3
281,3,1,15,3,2,4,3,3,2,2,3,2,2,2,3,4,4,4,3,3,3,3,4,3,3,3,2,4,3,4,4,3,4,4,4,3,3,4,4,5
282,3,1,15,3,3,3,3,3,3,2,1,3,3,1,3,3,3,2,3,3,3,2,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3
283,3,1,15,4,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,3,3,3
284,3,1,16,4,4,3,4,4,4,3,4,3,,4,4,4,4,3,4,4,3,4,4,3,3,3,4,4,3,3,4,4,4,4,5,5,4,5,5,4
285,3,2,16,2,3,3,1,1,2,3,1,1,3,3,3,2,1,1,2,3,4,2,3,3,2,2,2,2,2,1,4,3,2,1,1,1,1,1,1,1
286,3,1,16,3,3,3,4,3,2,2,2,4,3,3,3,1,1,1,1,1,1,3,3,3,4,2,3,4,1,3,2,2,3,2,1,1,2,1,2,2
288,3,2,15,4,3,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4
289,3,1,15,3,3,3,4,4,3,,3,4,4,3,3,4,4,4,3,3,3,3,3,4,2,3,3,4,4,3,4,4,3,4,4,5,5,4,4,4
290,3,2,15,3,3,3,3,3,4,3,2,2,3,3,3,4,4,3,4,4,4,3,3,3,4,3,3,3,4,3,3,2,3,4,4,4,4,3,3,3
291,3,2,15,3,2,3,3,3,3,2,2,1,3,2,2,3,3,4,3,3,2,2,2,1,1,2,2,1,2,1,4,3,3,4,3,4,3,3,2,3
292,3,2,15,3,3,3,4,2,3,2,3,3,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,3,3
293,3,2,16,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,1,3,2,3,3,3,2,3,3,2,2,4,3,3,2,3,,3,3,3,4,4
294,3,2,16,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4
295,3,1,15,4,3,3,4,3,2,3,2,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4
296,3,2,15,3,3,3,4,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4
297,3,2,16,3,3,3,4,3,3,2,2,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,3,3,4,4
298,3,2,15,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,3,3,3
299,3,2,15,3,3,2,3,3,2,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3
301,3,2,15,3,3,3,4,3,4,2,2,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,3
302,3,1,15,3,3,3,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,3,4,4,4,4,4
303,3,1,16,4,3,3,4,4,4,4,2,3,3,4,3,4,3,3,3,1,4,4,4,4,4,3,2,3,3,4,3,3,3,3,2,3,2,1,1,2
304,3,2,16,3,3,2,4,2,3,3,2,3,3,3,4,2,2,3,4,2,2,3,3,3,4,3,3,3,1,2,2,3,3,3,3,3,3,3,3,4
305,3,1,15,4,4,3,4,3,4,3,2,3,4,3,2,4,4,3,4,4,4,3,4,3,4,2,2,4,4,4,4,4,4,4,3,2,4,4,4,1
306,3,1,16,4,4,4,4,4,4,2,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,5,5,5,5,4,4,4
307,3,1,15,3,2,4,4,3,4,3,2,2,4,2,3,4,4,4,3,4,3,3,3,4,3,3,3,3,2,3,4,4,3,3,3,3,2,3,3,3
308,3,1,15,3,2,4,2,4,3,2,3,3,4,3,2,4,1,3,3,3,3,3,2,2,1,3,3,3,4,3,4,3,3,4,5,3,4,4,3,4
309,2,1,15,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,5,5,4,5,4
310,2,2,14,4,3,3,4,3,2,3,2,2,3,2,2,3,3,4,4,4,4,3,4,3,3,3,3,2,3,3,4,4,4,3,3,2,3,3,4,4
311,2,2,14,4,4,3,4,4,3,3,2,3,4,4,4,3,3,4,2,3,4,4,3,4,4,3,3,4,4,3,2,3,3,4,4,4,3,4,5,4
312,2,2,14,3,3,3,4,4,3,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,4,2,3,3,3,3
313,2,2,14,3,4,4,4,2,3,4,3,3,4,4,4,4,3,3,4,4,4,4,3,2,4,4,4,3,2,1,4,4,4,4,4,4,3,3,4,3
314,2,1,14,2,4,3,2,3,2,1,2,2,2,4,3,3,2,3,3,2,3,4,3,3,4,4,4,4,3,1,4,4,4,3,3,3,3,3,3,3
315,2,2,15,2,4,4,4,2,2,1,2,4,4,4,4,1,1,1,1,1,1,3,3,1,2,2,2,3,4,4,4,4,2,3,2,2,2,2,2,2
316,3,1,15,4,4,4,4,3,4,4,3,3,1,3,3,4,4,3,4,3,1,4,4,3,1,4,4,4,2,4,3,4,4,5,5,5,5,5,5,5
317,3,1,16,4,2,2,4,3,2,1,3,2,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,2,4,4,4,3,3,3,3,4,5,4
318,3,1,15,4,4,3,3,4,4,4,4,3,3,3,3,4,4,3,2,3,3,3,2,1,2,3,3,2,2,3,4,4,4,4,3,5,4,3,3,5
319,3,1,16,3,4,3,3,4,4,3,3,3,4,4,4,3,3,3,3,1,2,3,4,3,4,4,3,3,3,3,3,4,4,5,5,5,5,4,5,3
320,3,1,15,4,4,4,4,3,4,2,3,,3,2,4,3,4,3,4,3,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3
321,3,2,16,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,4,4,4
322,3,1,16,4,3,3,4,3,2,3,2,3,3,1,3,4,4,4,3,3,4,4,3,3,4,3,3,3,4,4,4,4,4,3,3,5,4,4,,4
323,3,1,15,3,3,4,3,4,4,3,2,2,2,3,3,4,4,4,2,4,4,3,3,3,2,2,2,3,2,1,4,3,3,4,4,4,3,4,4,3
324,3,2,15,4,3,3,4,3,3,2,2,2,3,2,3,3,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,5,5,5,4,5,4,4
325,3,1,15,3,4,4,4,4,3,,3,4,3,4,4,4,4,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,,4,4,4,4
326,3,1,15,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
327,3,2,15,4,4,4,4,3,3,2,4,2,3,4,4,4,4,4,4,4,4,3,4,2,4,4,4,3,3,4,4,4,4,3,2,2,3,1,1,3
328,3,1,15,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,1,3,4,3,3,2,4,4,4,4,3,4,4,4,4,4,4,4,3,5,4
329,3,2,15,3,3,3,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3
330,3,2,15,2,2,2,4,3,3,1,3,2,2,2,2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,2,4,4,5,5,3,4,5
331,3,2,16,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5
332,3,2,15,4,3,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4
333,3,2,16,3,4,3,3,3,2,2,3,2,2,3,3,2,1,1,3,4,4,3,2,2,1,2,3,2,1,1,4,4,3,4,4,3,3,2,1,3
334,3,1,15,3,2,4,4,3,2,3,2,1,4,3,3,3,3,4,4,4,4,3,2,3,3,3,3,4,2,2,4,4,4,4,4,5,4,4,4,2
335,3,2,15,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4,4,4,4,4,3,3,4,4,2,4,4,1,3,2,1,,1,1,1,2,3
336,3,1,16,4,4,3,4,2,4,2,4,3,3,3,3,4,4,4,1,2,1,4,4,1,3,3,1,3,2,2,4,4,3,5,4,4,4,3,3,3
337,3,1,15,3,3,3,4,3,2,3,3,2,3,4,3,2,3,2,4,3,4,3,2,3,3,3,4,3,3,3,2,2,4,4,4,4,3,4,4,4
338,3,1,15,4,3,3,3,4,3,2,2,2,3,2,3,3,4,4,4,3,3,4,3,2,4,3,3,3,2,3,4,4,4,5,5,5,5,5,5,5
339,3,1,15,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4
