Folio,Grado,Sexo,Edad,Autoconsciencia1,Autoconsciencia2,Autoconsciencia3,Eficacia1,Eficacia2,Eficacia3,Persistencia1,Persistencia2,Persistencia3,ApoyoEscuela1,ApoyoEscuela2,ApoyoEscuela3,CoherenciaFam1,CoherenciaFam2,CoherenciaFam3,Compañerismo1,Compañerismo2,Compañerismo3,RegulaciónEmo1,RegulaciónEmo2,RegulaciónEmo3,Empatía1,Empatía2,Empatía3,ControlConducta1,ControlConducta2,ControlConducta3,Optimismo1,Optimismo2,Optimismo3,Entusiasmo1,Entusiasmo2,Entusiasmo3,Gratitud1,Gratitud2,Gratitud3,Gratitud4
1650,1,2,13,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,1,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4
1651,1,1,14,3,4,4,4,3,2,2,3,1,4,2,3,4,4,4,4,3,4,4,3,2,1,4,4,3,4,2,4,4,3,5,4,5,3,5,5,5
1652,1,1,13,4,4,3,4,4,4,4,3,4,2,3,2,4,4,4,4,3,1,4,3,4,2,3,4,4,2,1,4,4,4,5,4,3,4,5,4,5
1653,1,1,13,4,4,3,4,4,3,1,2,4,4,1,4,4,4,4,4,1,4,3,3,1,2,2,3,4,1,1,3,4,3,2,2,3,3,4,4,3
1654,2,2,14,3,3,2,4,4,2,3,3,3,3,2,3,4,3,4,4,4,3,3,4,3,4,4,3,4,3,2,4,4,4,4,3,4,4,3,3,2
1655,2,2,14,3,2,4,4,3,3,4,3,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,2,4,4,3,4,4,5,5,4,4,3
1656,2,1,15,4,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5
1657,1,2,13,3,3,4,4,4,4,3,2,3,4,3,4,4,4,4,4,3,4,4,4,3,3,2,3,4,3,4,4,4,4,5,4,5,4,4,4,4
1658,1,2,13,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,5,5,4,5,4
1659,1,1,13,4,,3,,4,3,4,3,4,4,4,4,4,4,4,3,2,4,4,3,3,3,3,3,3,2,3,4,4,4,5,5,4,4,5,5,4
1660,1,1,14,3,3,4,4,,4,2,3,3,,4,2,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,4,4,4,5,5,5,5,5,5,5
1661,1,1,13,3,3,3,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,2,4,4,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4
1662,1,1,13,4,4,4,4,3,3,2,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,5,3
1663,1,2,13,3,3,3,4,3,3,4,3,4,3,4,4,4,4,4,4,3,4,3,3,3,,3,3,3,2,3,4,4,4,5,5,5,5,4,4,5
1664,1,1,13,3,3,3,4,2,3,3,2,3,4,3,,4,3,4,4,4,3,4,3,3,2,3,3,2,3,3,4,4,4,4,5,4,4,5,4,5
1665,1,1,13,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,3,4,4,3,3,3,3,2,3,3,3,3,4,3,4,3,4,5,5
1666,1,2,13,3,2,1,2,2,1,3,4,4,2,1,2,2,1,1,1,1,1,3,3,3,4,3,4,2,2,4,2,1,2,3,2,2,2,1,1,2
1667,1,2,14,4,3,2,4,3,4,3,4,3,3,3,4,3,3,3,4,3,4,4,4,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,4,3
1668,1,1,14,3,4,2,4,3,4,4,3,3,4,4,3,4,4,4,3,3,4,3,2,2,3,4,3,3,3,3,4,4,4,4,4,4,5,3,4,5
1669,1,2,14,3,2,3,4,2,1,1,2,1,3,4,4,3,1,4,4,4,4,3,2,1,4,4,3,4,1,2,4,3,4,3,2,3,3,4,5,5
1670,1,2,13,2,2,3,3,2,3,1,2,1,3,2,2,3,3,3,4,1,3,2,3,1,1,1,2,3,3,3,3,4,4,3,3,3,3,4,5,4
1671,1,1,13,3,,4,4,3,3,4,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,2,3,3,4,4,4,3,4,3,4,4
1672,1,2,13,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,2,1,2,3,3,4,3,3,3,4,2,5,4,5,5,4,4,4
1673,1,1,13,4,4,4,4,3,3,2,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,3,,4,4,4,5,3,5,5,4,5,5
1674,1,1,13,3,2,2,4,4,4,2,3,3,4,4,4,4,1,4,1,4,4,2,3,4,1,3,3,4,3,4,4,3,3,4,3,3,3,4,5,4
1675,1,2,14,3,3,3,4,2,3,2,3,4,4,2,4,4,4,4,4,4,4,4,2,3,2,3,3,3,4,3,4,4,3,3,4,4,4,3,5,4
1676,1,2,13,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,5,5,5,4,5,5,5
1677,1,1,13,3,3,3,4,4,3,2,4,3,3,1,4,1,1,2,3,2,1,3,3,4,4,3,3,2,3,3,4,4,3,3,3,3,2,3,4,4
1678,1,1,13,3,3,2,4,3,3,2,4,3,3,1,2,3,3,2,4,4,4,3,2,3,4,4,4,3,3,2,4,4,4,3,3,2,1,3,3,4
1679,1,2,13,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5
1680,1,2,13,3,4,3,4,4,3,2,2,2,3,2,3,4,4,3,3,4,4,4,3,3,3,3,3,3,2,3,3,3,4,4,5,4,4,3,3,4
1681,1,1,13,3,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,,3,,4,4,4,3,3,3,4,4,4,4,5,4,4,4,4,4
1682,1,1,13,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,1,4,4,4,4,4,3,2,3,3,3,4,3,3,4,3,3,3,4,5,4
1683,1,2,13,3,2,4,4,4,2,2,,1,4,3,3,4,3,2,4,4,3,2,2,1,2,3,3,2,4,3,4,4,3,3,4,4,4,3,3,4
1684,1,2,13,2,3,3,4,4,4,2,3,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,4,4,3
1685,1,2,13,4,3,3,4,4,4,3,3,3,3,3,3,3,2,3,4,4,4,4,3,2,2,2,2,3,3,2,2,2,3,2,,2,2,3,2,2
1686,1,1,13,2,3,3,4,2,3,2,2,4,4,3,3,2,3,4,3,3,4,4,3,2,4,4,3,3,2,4,4,4,4,3,3,3,4,3,5,4
1687,1,1,14,1,3,3,4,4,3,2,2,4,4,,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,3,4,5,3
1688,1,2,14,3,2,2,3,2,3,4,4,3,3,4,4,4,3,2,4,4,4,3,2,3,2,3,3,2,2,2,2,4,4,4,3,4,4,4,5,4
1689,1,1,13,3,4,4,4,3,4,2,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,4,3,4,,4,4,4,4,4,4,4,5,5,5
1690,1,2,13,3,4,2,2,2,2,3,3,4,4,4,4,4,3,3,4,3,3,4,4,2,3,3,3,4,3,2,4,4,4,1,1,2,2,2,5,4
1691,1,1,13,4,4,4,4,2,3,1,3,1,4,4,4,4,3,3,4,3,4,2,2,1,3,3,4,4,1,2,4,4,4,3,2,3,2,3,3,2
1692,1,1,14,3,3,4,3,3,3,1,4,4,4,4,3,3,4,3,3,3,3,3,2,3,4,4,4,2,3,3,4,4,4,4,4,4,4,3,5,4
1693,1,1,14,3,3,3,4,3,2,1,2,2,3,3,4,3,3,2,4,3,3,3,3,3,1,2,2,,3,2,4,3,3,2,2,2,2,2,3,3
1694,1,2,14,3,4,3,4,4,3,2,2,1,4,4,1,4,2,4,4,3,4,3,2,3,2,3,2,3,3,2,4,3,4,5,4,5,3,4,4,4
1695,1,1,13,3,3,4,4,4,3,2,2,2,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,3,4,4,4,5,4,5,5,5,5,4
1696,1,2,13,3,3,4,4,4,3,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,3,3,4,3,3,4
1697,1,1,14,3,3,4,4,4,2,2,2,4,4,4,4,4,4,4,1,1,2,3,4,2,4,3,3,4,3,3,4,4,4,4,3,2,3,2,3,3
1698,1,1,13,2,3,3,4,3,3,4,2,4,4,4,3,4,3,4,4,3,3,3,3,3,2,3,2,3,3,3,4,4,4,3,3,4,4,3,3,3
1699,1,1,13,3,3,3,4,4,3,3,2,3,4,4,3,4,4,3,1,1,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,3,3,4,3
1700,1,1,14,4,3,4,4,3,4,1,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,1,3,4,4,4,4,4,4,4,5,5,4
1701,1,1,14,3,4,3,4,2,4,2,2,4,4,3,4,3,3,2,4,4,4,3,2,3,3,3,2,3,3,2,4,4,4,3,3,4,4,4,3,4
1702,1,1,13,4,4,3,4,4,4,2,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,2,3,4,2,4,4,4,2,2,3,1,3,4,4
1703,1,2,13,2,2,2,3,3,2,2,4,2,3,4,3,4,,3,2,2,3,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,2,4,4,3
1704,1,2,13,4,2,2,4,2,4,1,2,3,4,2,2,2,3,2,1,1,1,4,3,2,4,4,3,3,4,4,1,4,4,3,3,3,4,3,4,4
1705,1,2,13,3,2,2,4,4,3,2,3,3,4,4,4,4,4,3,4,4,4,4,2,3,3,2,2,4,2,2,4,4,4,4,3,4,4,4,5,3
1706,1,2,14,3,3,3,4,,3,1,2,3,4,3,3,2,3,3,4,4,4,4,4,3,3,3,4,3,3,3,4,3,4,5,5,3,4,4,4,4
1707,1,1,13,3,3,4,4,2,2,2,2,2,2,4,2,3,,4,2,3,3,3,2,2,2,3,2,2,,3,3,3,2,3,3,3,3,3,3,3
1708,1,2,13,3,4,3,4,3,4,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,5,5,4,5,5
1709,1,1,14,1,4,4,4,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4,3,4,4
1710,1,2,14,3,3,4,4,4,3,4,3,4,4,4,3,4,3,2,4,4,4,4,2,3,2,4,4,4,2,3,4,3,4,4,3,3,3,4,4,4
1711,1,1,13,4,3,4,4,2,3,1,4,4,4,4,4,4,3,4,2,3,3,4,4,3,2,3,3,2,2,4,3,2,2,5,5,5,5,5,5,5
1712,1,2,13,3,3,3,4,4,3,3,4,3,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,3,3,2,3,4,3
1713,1,2,13,3,4,3,4,2,3,2,2,2,3,2,3,2,2,2,4,3,3,3,2,3,4,3,3,3,2,3,2,2,3,2,3,2,2,3,3,2
1714,1,1,15,4,3,3,4,3,4,2,2,3,4,3,3,4,3,4,4,4,4,4,3,4,3,,4,4,3,3,3,4,4,5,4,2,2,2,1,3
1715,1,1,14,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5
1716,1,1,13,2,3,2,3,3,3,1,2,3,3,2,1,2,3,4,1,2,4,3,4,2,2,3,4,4,1,,2,4,4,4,3,5,3,2,5,3
1717,1,1,13,3,2,3,4,3,2,2,3,2,3,1,2,3,3,3,2,3,2,2,3,3,3,3,3,2,2,2,2,3,3,,2,2,2,3,3,3
1718,1,2,15,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,5,5,5,4,5,5
1719,1,1,15,3,3,2,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,4,4,3,3,2,3,4,4,4
1720,3,1,15,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,2,2,3,3,3,4,2,4,3,3
1721,3,2,16,2,2,2,2,2,2,1,1,3,3,2,2,3,4,3,2,2,1,2,3,2,1,1,1,2,3,2,1,2,2,2,2,1,2,2,2,2
1722,3,1,15,3,3,3,4,4,4,3,2,2,4,4,3,3,3,3,4,4,4,3,2,4,3,3,4,3,3,3,4,4,4,4,4,4,5,5,5,4
1723,3,1,15,4,3,4,4,4,4,2,3,3,4,4,4,3,4,4,4,3,4,4,4,2,4,3,3,4,4,3,4,4,4,4,4,4,5,4,4,4
1724,3,1,15,4,3,3,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,3,3,2,3,3,2,3,2,3,3,4,3,3,4,3,4,3,3
1725,3,2,15,3,4,3,4,4,4,3,3,3,4,4,3,3,4,2,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,3,4,,5,3,4
1726,3,1,15,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,3,3,2,3,3,3,4,3,3,3,4,3,4,5,4,4,5,5,4
1727,3,1,15,4,4,3,4,4,4,2,2,3,3,4,3,3,3,3,4,4,4,3,3,4,2,3,3,4,4,3,4,4,4,5,5,5,5,5,4,5
1728,3,2,15,4,4,3,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,4,3,3,2,2,3,4,2
1729,3,2,15,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,3,3,3,4,5,5
1730,3,1,16,3,4,3,4,3,3,4,3,3,,4,4,4,4,4,4,3,2,3,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,3,5,4
1731,3,1,15,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,4,5,5,5,5,5,5,5
1732,3,1,16,3,3,3,4,3,4,1,2,3,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,2,3,4,4,4,4,3,4,4,5,5,3
1733,3,2,15,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,3,5,4,5
1734,3,2,16,3,2,4,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,3,4,4,3,4,4,4,3,5,4,4,5,5
1735,3,1,15,4,4,3,4,4,3,3,3,2,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,2,3,4,4,4,4,5,5,5,4,5,5
1736,3,1,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,5,5,5,4,5,5
1737,3,1,16,4,3,4,3,3,2,3,2,4,4,4,3,4,4,3,4,4,4,3,3,2,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3
1738,3,1,15,4,2,3,4,2,3,3,2,2,4,4,4,4,3,4,3,2,3,3,2,3,3,4,4,4,3,4,3,1,3,3,3,3,3,3,3,3
1739,3,2,15,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,5,4
1740,3,1,15,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,5,5,4,4,5,5,4
1741,3,1,16,4,3,4,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,3,2,2,2,3,2,2,3,4,4,4,3,3,4,4,4,5,3
1742,3,2,15,4,4,3,4,3,3,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,1,2,3,3
1743,3,2,15,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,3,4,3,2,2,3,2,3,2,3,3,2,4,4,4,5,4,4,3,4,4,3
1744,3,2,15,4,4,3,4,3,3,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,5,5,5
1745,1,1,13,4,4,3,4,3,4,2,4,3,4,2,3,4,4,4,1,2,1,4,3,2,1,3,3,3,1,2,4,4,4,4,5,3,4,2,2,3
1746,1,1,13,3,4,4,4,4,4,3,4,3,2,3,2,4,3,4,1,1,1,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,2,4,5
1747,1,2,13,4,3,4,4,4,4,3,3,3,4,4,2,4,4,4,4,4,3,4,4,2,4,3,4,4,4,3,3,4,4,4,4,3,3,5,5,5
1748,1,1,13,4,3,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,1,4,4,3,4,5,4,4,4,5,5,4
1749,1,1,14,3,2,3,4,4,4,2,3,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4
1750,1,2,13,2,3,3,2,2,3,4,3,4,3,4,4,2,2,3,4,3,4,3,3,4,4,4,3,4,2,3,4,4,4,4,5,5,3,5,3,2
1751,1,2,13,3,3,4,4,4,3,3,1,2,4,4,3,4,4,4,3,2,2,4,4,3,4,4,3,4,3,3,4,4,4,5,3,3,3,4,4,5
1752,1,2,13,3,4,3,4,4,3,3,2,2,4,4,4,3,4,3,2,3,3,3,1,4,3,4,4,3,2,2,4,4,4,3,4,2,1,2,1,2
1753,1,2,13,3,2,1,4,3,2,2,2,2,3,4,4,4,4,4,4,4,4,3,2,3,4,3,3,2,2,2,2,4,3,2,2,2,3,3,4,3
1754,1,1,13,3,4,3,4,4,4,3,2,3,3,3,4,4,3,2,2,2,3,4,3,2,2,3,4,3,2,3,3,4,4,5,5,3,2,3,5,5
1755,1,2,14,3,3,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,4
1756,2,1,15,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,2,4,4,4,4,3,4,4,3,3,4
1757,2,2,14,2,4,3,4,3,3,2,2,3,4,4,3,2,2,1,4,4,4,3,3,2,4,3,3,2,2,3,4,4,3,3,4,3,3,4,4,2
1758,2,1,14,3,3,3,4,3,4,2,1,1,3,1,1,4,4,2,4,4,4,2,3,4,4,3,2,4,2,3,4,3,1,3,,1,3,3,3,1
1759,2,2,15,3,4,3,4,4,3,2,2,1,4,3,4,1,1,2,4,4,4,3,2,3,4,4,4,3,1,3,4,3,4,5,5,4,5,5,5,4
1760,2,2,15,4,3,4,4,3,4,2,3,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,3,5,4,4
1761,2,2,15,4,3,3,4,2,3,4,4,4,4,4,4,3,2,2,4,4,4,4,3,2,3,4,3,4,3,4,3,4,4,3,3,4,3,5,4,4
1762,2,2,15,3,4,3,4,2,3,2,3,2,4,3,4,,3,4,4,4,4,3,2,4,4,4,4,3,4,2,4,4,3,4,4,3,3,4,5,4
1763,2,2,14,4,4,4,4,4,4,3,3,3,4,2,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,5,5,4
1764,2,2,14,3,3,4,4,4,4,3,4,3,3,3,4,4,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5
1765,2,1,14,3,4,3,4,3,3,3,3,2,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,5,5,5,5,5,4,4
1766,2,1,15,3,2,4,3,3,2,1,2,2,4,4,2,3,4,4,3,2,3,3,2,4,1,4,2,3,1,1,4,3,2,5,5,4,4,4,3,1
1767,2,1,15,3,4,3,4,4,3,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,2,3,4,3,4,4,4,4,3,3,3,3,4,3
1768,2,1,14,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4
1769,2,1,15,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,4,3,4,4,3,2,4,4,4,4,4,4,5,5,4,4,5
1770,2,2,14,3,4,2,1,3,1,2,1,2,3,3,2,1,1,1,4,4,4,2,2,3,2,3,3,2,2,1,2,3,4,4,4,3,3,5,5,4
1771,2,2,14,3,3,4,3,4,4,,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,5,5,4,4,4,4,3
1772,2,1,15,4,3,2,4,4,3,4,2,1,4,3,4,4,3,,4,4,4,4,4,4,3,3,2,,1,4,1,3,3,5,5,4,3,4,3,5
1773,2,2,15,3,4,4,4,3,2,1,4,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,2,5,4,5,5,3,5,2
1774,2,2,15,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,2,4,1,3,2,1,5,4,5
1775,2,2,15,3,4,4,4,3,3,2,3,4,4,4,4,2,2,3,4,4,4,4,3,2,4,4,4,4,3,3,4,4,4,5,4,4,4,3,5,4
1776,2,2,15,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,4
1777,2,2,14,3,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,2,4,4,4,4,4,5,4,4,3,4
1778,2,1,14,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,5,4,5,5,5,5,5
1779,2,1,15,4,4,3,4,3,4,3,3,4,4,4,3,3,4,4,2,2,3,4,3,4,3,,4,4,3,3,3,4,4,5,5,4,3,3,2,4
1780,2,1,14,3,3,3,4,4,3,3,2,3,4,4,3,4,3,3,3,2,3,4,3,3,4,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3
1781,2,1,14,3,2,4,4,3,1,3,1,3,4,3,1,4,4,4,1,1,2,3,4,3,4,3,1,3,3,3,4,3,4,2,3,4,2,2,4,1
1782,2,1,14,3,3,2,3,4,4,2,3,3,3,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,2,4,2,3,3,4,3,4,4,5,4
1783,2,2,14,3,4,2,4,1,4,2,2,1,4,1,3,2,1,4,4,4,3,4,4,2,4,4,4,4,2,2,3,4,3,3,4,1,4,5,5,5
1784,2,2,14,3,3,3,3,2,3,3,2,3,,3,3,4,4,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3
1785,2,2,16,2,2,4,4,3,2,2,3,2,3,2,4,2,3,4,3,4,3,4,2,2,3,3,2,4,3,2,2,3,3,3,4,3,4,3,3,4
1786,2,2,14,3,4,2,4,1,3,2,2,3,3,2,4,4,3,4,4,4,4,2,3,4,4,4,4,3,2,2,3,1,4,2,3,4,3,2,5,4
1787,2,1,14,3,4,3,3,3,3,4,4,3,4,4,3,3,3,3,4,4,4,3,4,1,3,3,3,2,4,3,3,4,4,4,3,1,5,2,5,5
1789,2,1,14,3,,4,4,3,,,2,3,4,4,3,3,3,3,4,3,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,3,3,4,4,4
1790,3,1,15,4,3,4,4,4,4,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5
1791,3,2,15,4,3,4,4,4,4,3,3,4,3,2,4,4,4,4,3,3,3,4,2,3,2,3,3,3,4,4,4,4,4,5,5,5,5,5,4,4
1792,3,2,16,4,3,3,4,3,4,3,2,2,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,4
1793,3,1,16,4,3,3,4,4,3,2,3,3,4,,4,3,4,4,2,3,2,4,4,4,3,4,4,2,4,3,3,3,3,3,4,4,4,3,4,5
1794,3,1,15,3,3,4,2,4,4,2,3,3,4,1,3,3,4,3,3,2,4,4,3,3,2,2,3,3,3,1,4,3,4,4,3,4,3,4,4,4
1795,3,1,15,4,3,,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5
1796,3,2,15,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,3,3,4,4,4,4,5,4,4,4,5,4
1797,3,1,16,3,2,1,2,2,3,1,1,2,3,2,1,2,3,2,3,3,4,3,3,1,4,3,2,3,2,1,3,3,4,1,1,1,1,1,2,1
1798,3,1,15,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
1799,3,2,16,3,4,4,4,4,4,3,3,2,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,3,4,5,4
1800,1,2,16,4,4,3,4,3,4,1,4,4,4,1,1,4,,4,1,1,1,4,4,4,1,4,4,4,4,3,1,1,1,5,1,2,1,1,5,1
1801,1,2,13,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,5
1802,1,2,13,4,4,3,3,2,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,2,4,3,4,3,5,4,3,4
1803,1,2,14,2,3,3,3,4,3,2,2,1,3,4,3,2,2,3,4,4,3,2,3,3,3,4,4,4,3,2,4,4,2,2,2,1,1,2,4,2
1804,1,2,13,3,3,3,4,3,,3,3,2,3,4,2,4,4,3,2,3,3,3,4,3,3,2,3,2,2,2,3,3,4,4,3,4,3,4,4,3
1805,1,2,13,4,4,3,4,3,4,3,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,3,3,4,4,4
1806,1,2,13,4,2,3,4,3,4,2,3,3,4,2,3,4,3,3,4,4,4,3,3,4,3,2,2,3,3,3,,4,4,4,4,4,4,5,5,4
1807,1,2,13,4,4,3,3,3,4,2,3,3,4,4,4,3,3,2,4,4,4,3,4,2,4,4,4,3,3,3,4,4,3,4,3,3,3,5,5,4
1808,1,1,14,4,3,3,3,4,4,1,3,1,1,4,,4,2,4,3,1,3,3,3,4,1,3,1,4,1,4,1,3,3,3,3,4,3,3,3,3
1809,1,1,13,4,3,3,4,4,2,3,2,2,4,4,3,3,3,4,4,4,4,3,3,1,3,4,4,3,2,3,4,4,3,2,2,1,1,2,3,2
1810,1,1,13,3,3,3,2,4,2,3,4,3,4,3,4,2,3,2,4,4,4,3,3,3,2,2,2,3,3,2,4,4,4,3,3,2,2,2,2,3
1811,1,1,13,3,3,2,4,4,3,3,4,4,4,4,3,4,3,2,4,3,4,4,4,4,3,4,4,3,4,3,3,4,4,3,2,3,2,3,4,5
1812,1,2,13,3,2,3,2,3,2,1,1,3,4,4,4,3,4,4,2,2,3,3,3,4,4,4,4,3,3,3,2,2,2,3,3,2,2,4,3,3
1813,1,2,14,4,3,4,4,3,2,4,4,3,4,3,3,4,4,4,1,1,1,3,3,3,3,3,3,3,1,3,4,4,1,4,3,3,3,3,4,3
1814,1,1,13,4,3,4,3,4,3,,2,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,5,4,4
1815,1,2,13,3,4,3,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,3,4,3,,4,4,3,3,4,4,4,4,3,3,4,5,4,4,4
