"","Grado","Sexo","Edad","Autoconsciencia","Eficacia","Persistencia","ApoyoEscuela","CoherenciaFam","Compañerismo","RegulaciónEmo","Empatía","ControlConducta","Optimismo","Entusiasmo","Gratitud"
"482",1,2,13,3.5,3.33333333333333,2.66666666666667,3.33333333333333,3.66666666666667,4,3.66666666666667,4,3.66666666666667,4,3.33333333333333,4.33333333333333
"483",1,2,14,2,3.33333333333333,2.66666666666667,3.33333333333333,4,3,4,2,3,3.66666666666667,2,3
"484",1,1,13,3,3,3,3.33333333333333,3,2,3.66666666666667,2.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,2.66666666666667
"485",1,2,13,2,2.33333333333333,2.66666666666667,3.33333333333333,3.66666666666667,2.33333333333333,2,2.66666666666667,2,3.66666666666667,3.66666666666667,3.33333333333333
"486",1,1,15,2.33333333333333,2.33333333333333,2,2.66666666666667,2.33333333333333,2,3,2.33333333333333,2,3,2.66666666666667,1.66666666666667
"487",1,1,13,2.66666666666667,4,3,3,3,2.66666666666667,3,3,3,2.66666666666667,3.33333333333333,4
"488",1,2,13,3.66666666666667,4,4,4,4,4,4,4,3.66666666666667,4,5,4.66666666666667
"489",1,2,14,3.33333333333333,2.33333333333333,1.66666666666667,1.33333333333333,3,1,3,1,2.66666666666667,3.33333333333333,5,4.33333333333333
"490",1,2,14,3,3.33333333333333,2.5,4,2.66666666666667,3.66666666666667,3,2,3,2.66666666666667,4.66666666666667,4
"491",1,2,13,2.33333333333333,3,1.33333333333333,3.66666666666667,1.33333333333333,1.66666666666667,2.33333333333333,2.66666666666667,2,2.66666666666667,2.33333333333333,2
"492",1,2,15,3.66666666666667,3.66666666666667,3,3,3.66666666666667,4,3.33333333333333,4,2.33333333333333,3.66666666666667,3.66666666666667,4
"493",2,2,15,3.33333333333333,3.66666666666667,2,3.33333333333333,2.66666666666667,4,2.66666666666667,3.33333333333333,3,4,4.33333333333333,4.33333333333333
"494",2,1,15,3.33333333333333,3.33333333333333,3,3.66666666666667,3.33333333333333,3,2,2.66666666666667,2.33333333333333,4,3.66666666666667,3.66666666666667
"495",2,2,15,2.66666666666667,3.33333333333333,2.66666666666667,3.66666666666667,4,4,3.33333333333333,3,3.33333333333333,3,4.33333333333333,3.66666666666667
"496",2,1,15,3.66666666666667,3.66666666666667,3.33333333333333,4,3.66666666666667,4,3,3.66666666666667,3,3,3,3.33333333333333
"497",2,1,15,3,3.66666666666667,3,3.66666666666667,4,4,3.33333333333333,4,3.66666666666667,4,3.66666666666667,4
"498",2,1,15,3.66666666666667,4,2.66666666666667,3.66666666666667,4,4,3.66666666666667,4,3.33333333333333,3.66666666666667,4.33333333333333,4
"499",2,2,15,3,3.33333333333333,3.66666666666667,4,4,4,3,3.33333333333333,3,4,4.66666666666667,3.66666666666667
"500",2,2,15,3,3.66666666666667,3,4,4,4,3,4,3.66666666666667,4,5,5
"501",2,2,14,2.66666666666667,3,2.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,2.66666666666667,3,3,3.33333333333333,3.66666666666667,3
"502",2,1,13,3.66666666666667,3.33333333333333,3,2.66666666666667,3.33333333333333,3,3.33333333333333,4,2.66666666666667,2,3.33333333333333,3
"503",2,2,14,2.33333333333333,2.33333333333333,1,3.33333333333333,3,4,3.33333333333333,2.33333333333333,3,4,2.66666666666667,3
"504",2,2,15,2.66666666666667,3,2.33333333333333,2,2,4,3.33333333333333,2.33333333333333,1.66666666666667,4,3.66666666666667,4
"505",2,1,15,3.33333333333333,2.66666666666667,2,2,3.33333333333333,2.66666666666667,3,3,3,3,4.5,4
"506",2,1,14,2,3,2.66666666666667,3,3.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,4,3.66666666666667,4
"507",2,1,14,3,3.33333333333333,1.33333333333333,2,4,4,2.66666666666667,4,2,2,4.33333333333333,2.33333333333333
"508",2,2,14,2.33333333333333,4,2,1.66666666666667,2.33333333333333,2.66666666666667,2.66666666666667,2,2.33333333333333,2,1.33333333333333,2.33333333333333
"509",2,1,15,3.33333333333333,3.66666666666667,2,3.66666666666667,4,4,3,3.33333333333333,3.33333333333333,4,4,4.33333333333333
"510",2,2,15,3.66666666666667,4,4,4,4,2,4,4,4,4,5,5
"511",2,1,15,3.66666666666667,3.66666666666667,3.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.33333333333333,4.66666666666667,3.33333333333333
"512",2,1,14,2.66666666666667,3.66666666666667,2.66666666666667,3,4,2,2.66666666666667,2.66666666666667,3.33333333333333,3,4.33333333333333,4
"513",2,1,14,3.5,3,4,3.33333333333333,3,3.66666666666667,3.66666666666667,3,3.33333333333333,4,4,3.33333333333333
"514",1,1,14,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,4,2,3.33333333333333,2.66666666666667,3.33333333333333,4,5,5
"515",2,2,15,3.33333333333333,3.66666666666667,3.33333333333333,2.33333333333333,3.33333333333333,2.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,3,4
"516",2,2,16,3.66666666666667,3.66666666666667,2,1.66666666666667,2.66666666666667,4,3.66666666666667,4,2.66666666666667,4,4,2.66666666666667
"517",2,2,14,3.33333333333333,4,2.66666666666667,3,3.66666666666667,4,3.5,3.33333333333333,3,2.66666666666667,3.66666666666667,3.5
"518",2,2,14,3.33333333333333,4,2.66666666666667,2.66666666666667,3,4,3.66666666666667,3.66666666666667,3.33333333333333,4,4.33333333333333,4.33333333333333
"519",2,2,15,2.66666666666667,3,1.33333333333333,2.66666666666667,3.66666666666667,3.66666666666667,3,3.66666666666667,3.66666666666667,3.33333333333333,3,3.66666666666667
"520",2,1,15,3,3.66666666666667,2.33333333333333,3.66666666666667,3.66666666666667,1.33333333333333,4,1,3,2,2,2
"521",2,1,14,2.33333333333333,2.33333333333333,2.66666666666667,1.66666666666667,2,3,2.33333333333333,3.33333333333333,2.33333333333333,3,2.66666666666667,2.66666666666667
"522",2,2,15,2.33333333333333,3,3.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,3.33333333333333,3,3.33333333333333,3.66666666666667,3.33333333333333
"523",2,2,15,3,2.33333333333333,2.33333333333333,2.66666666666667,2,4,3,4,2.33333333333333,2,3.33333333333333,2.66666666666667
"524",2,1,15,3.33333333333333,3.33333333333333,2.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,2.66666666666667,2.33333333333333,4.33333333333333,4
"525",2,2,15,3,3.33333333333333,2,4,3.33333333333333,3,3.33333333333333,3.66666666666667,3,3.66666666666667,4.33333333333333,4
"526",2,1,14,2.33333333333333,3,3,3.66666666666667,3,4,3.33333333333333,3,3,3.33333333333333,3.66666666666667,3.33333333333333
"527",3,1,15,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,4,4,3.66666666666667,3.33333333333333,3.33333333333333,4,4,3.33333333333333
"528",3,1,15,3,2.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,2,3,3.33333333333333,2.66666666666667,4,4.33333333333333,4
"529",3,1,15,2.66666666666667,3,2.66666666666667,3,3,2.33333333333333,2.66666666666667,1.66666666666667,2.66666666666667,3.33333333333333,4,3.66666666666667
"530",3,1,16,4,4,3.33333333333333,3.66666666666667,4,3.66666666666667,3.66666666666667,4,3.33333333333333,4,4,4.66666666666667
"531",3,1,15,4,3.66666666666667,3.33333333333333,4,4,4,3.66666666666667,4,4,4,5,5
"532",3,1,15,3.33333333333333,3.66666666666667,2.66666666666667,2.66666666666667,4,2.66666666666667,2.66666666666667,2.66666666666667,3,3.66666666666667,3.33333333333333,3
"533",3,2,15,4,3.66666666666667,3.66666666666667,4,4,3.66666666666667,3.66666666666667,3.66666666666667,4,4,4.33333333333333,4.66666666666667
"534",3,2,16,3,4,4,4,4,4,4,4,4,3.33333333333333,2.66666666666667,3
"535",3,1,15,3.66666666666667,3.66666666666667,3,3.33333333333333,4,3.66666666666667,3.66666666666667,3.33333333333333,3.66666666666667,4,4,4
"536",3,2,16,3,3.33333333333333,3.66666666666667,3.66666666666667,4,3.66666666666667,4,3.66666666666667,4,3.66666666666667,3.66666666666667,3.66666666666667
"537",3,1,15,3.33333333333333,3,1,4,3,3.66666666666667,3,4,3,3,3.33333333333333,4
"538",3,1,15,3,3.33333333333333,2.66666666666667,3,3,3,2.33333333333333,3,2.66666666666667,3.33333333333333,3,2.66666666666667
"539",3,1,16,2.66666666666667,3.33333333333333,3.33333333333333,4,3.66666666666667,4,3,4,3,4,3,4
"540",3,2,15,3,4,3.33333333333333,3.66666666666667,4,4,4,4,4,4,4.66666666666667,4.66666666666667
"541",3,2,15,3,3.33333333333333,2.66666666666667,3,3.33333333333333,4,3.66666666666667,3,3.33333333333333,3,3,3.33333333333333
"542",3,1,15,3.33333333333333,3.33333333333333,3,3.33333333333333,3.66666666666667,3.33333333333333,2.66666666666667,3.66666666666667,2,3.66666666666667,4,4.33333333333333
"543",1,1,14,3.33333333333333,2.33333333333333,2,3.33333333333333,4,3.66666666666667,3,2.66666666666667,3.33333333333333,4,3.33333333333333,3
"544",1,2,14,3,3.33333333333333,3.66666666666667,2.66666666666667,3,3.66666666666667,2.66666666666667,3.33333333333333,1.66666666666667,3.66666666666667,3,3.66666666666667
"545",1,1,14,2.66666666666667,3,3.66666666666667,3.66666666666667,3.66666666666667,4,3.66666666666667,4,2.66666666666667,4,3.33333333333333,2.33333333333333
"546",1,2,14,3,3.66666666666667,2.66666666666667,3.66666666666667,2.33333333333333,4,2.66666666666667,3,1.66666666666667,3,3,3.33333333333333
"547",1,2,13,2.66666666666667,3.33333333333333,3,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,4,3.33333333333333,4,4,4
"548",1,2,13,2.33333333333333,3,2.33333333333333,2.33333333333333,2.66666666666667,2,3,3.33333333333333,3.33333333333333,3,3.33333333333333,3.33333333333333
"549",1,1,13,2.66666666666667,4,3.33333333333333,4,4,1.66666666666667,3,2.5,3,2.66666666666667,4,3.33333333333333
"550",1,2,14,4,3.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,4,3.33333333333333,3.66666666666667,4,3.33333333333333,4.33333333333333,3.33333333333333
"551",1,2,13,2.33333333333333,4,1.66666666666667,2.33333333333333,4,4,2.66666666666667,3.33333333333333,3,3,2.66666666666667,4
"552",1,1,14,3.66666666666667,3.66666666666667,3,3.66666666666667,3.66666666666667,3,4,2.33333333333333,4,3.66666666666667,4,4
"553",1,2,14,3.33333333333333,3.33333333333333,2,3.66666666666667,4,4,2.66666666666667,3.66666666666667,3.33333333333333,4,5,4
"554",1,1,15,3.66666666666667,3,2.66666666666667,3.66666666666667,4,2.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,4,4.33333333333333,3
"555",1,1,15,2,3,3,3.5,4,3.66666666666667,2.66666666666667,2.66666666666667,2.5,3.33333333333333,3.33333333333333,3
"556",1,2,13,3.33333333333333,3,2.66666666666667,4,4,4,3.66666666666667,4,3,4,3.33333333333333,3.66666666666667
"557",1,2,13,3,3,2.66666666666667,4,4,4,3.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,4,3.66666666666667
"558",1,1,13,2.66666666666667,2.66666666666667,2.66666666666667,3,2,2.33333333333333,3,2.66666666666667,1.33333333333333,2.66666666666667,4,3.33333333333333
"559",1,1,13,2.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,4,3.33333333333333,2.33333333333333,2.33333333333333,3.33333333333333,3.66666666666667,4.33333333333333,4.33333333333333
"560",1,1,13,2.66666666666667,3.33333333333333,2,4,3.66666666666667,2.33333333333333,3,3,3.33333333333333,4,3.66666666666667,3.66666666666667
"561",1,2,13,3,3,3,3.33333333333333,3.66666666666667,4,3.66666666666667,4,3.33333333333333,4,4,5
"562",1,2,13,4,3.33333333333333,4,4,3.33333333333333,4,3,4,3.66666666666667,4,3.66666666666667,2.66666666666667
"563",1,2,13,3.33333333333333,3.33333333333333,3.33333333333333,4,2.66666666666667,4,3,3,2.66666666666667,4,4,3.66666666666667
"564",1,1,13,3.33333333333333,3.66666666666667,4,3.33333333333333,4,3,3,2.33333333333333,2.66666666666667,4,5,5
"565",1,1,13,2.66666666666667,3,2,2.33333333333333,3.66666666666667,2.33333333333333,2.66666666666667,2,2.66666666666667,4,2,2.33333333333333
"566",1,2,13,2.66666666666667,3,3.66666666666667,3.33333333333333,3.33333333333333,3,3.33333333333333,2.66666666666667,3,3.33333333333333,3.66666666666667,3.66666666666667
"567",1,1,13,3.33333333333333,4,3.66666666666667,3.66666666666667,4,4,4,3,3.66666666666667,3.66666666666667,4,4
"568",1,2,13,3.33333333333333,4,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,4.33333333333333,3.66666666666667
"569",1,2,13,2.33333333333333,4,3.66666666666667,2.66666666666667,2.66666666666667,4,3.66666666666667,3.33333333333333,4,3.33333333333333,4,2.33333333333333
"570",1,1,13,3.33333333333333,3.33333333333333,3,4,3.66666666666667,3.33333333333333,3,2.66666666666667,3,3.33333333333333,3.66666666666667,4.33333333333333
"571",1,2,13,2.33333333333333,3.33333333333333,2.66666666666667,3,3,2.66666666666667,2.5,3,3,3.33333333333333,4,3.33333333333333
"572",1,1,13,3.33333333333333,4,3,4,3.66666666666667,2.33333333333333,2.66666666666667,2.66666666666667,4,4,4,3.66666666666667
"573",1,1,14,3.33333333333333,3.33333333333333,2.33333333333333,3,4,2,2.66666666666667,3.33333333333333,3.33333333333333,4,3.66666666666667,3.66666666666667
"574",1,2,13,3.66666666666667,3,3.33333333333333,4,3,4,4,3.66666666666667,3.33333333333333,3.33333333333333,4,4.66666666666667
"575",1,1,13,3,2,3.66666666666667,1.66666666666667,3.33333333333333,1,4,2.66666666666667,2.66666666666667,3,3.66666666666667,2.66666666666667
"576",1,2,13,3,3.33333333333333,2,1,2.66666666666667,4,3.33333333333333,4,3,4,2.66666666666667,2.66666666666667
"577",1,2,14,3.66666666666667,3.33333333333333,2.33333333333333,4,3,3.66666666666667,3.33333333333333,2.33333333333333,3,3.66666666666667,4.66666666666667,4.33333333333333
"578",1,1,13,3,4,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667,4,4.33333333333333,5
"579",1,1,14,2.66666666666667,2.66666666666667,2,2.66666666666667,3.66666666666667,2,2.66666666666667,2,2.66666666666667,4,3.33333333333333,3.66666666666667
"580",1,2,13,2.33333333333333,3.33333333333333,2.66666666666667,3,4,4,3,3.66666666666667,3,4,3.33333333333333,4.33333333333333
"581",1,2,13,3,3.66666666666667,3,4,3,4,3.33333333333333,4,3.66666666666667,3.33333333333333,3.33333333333333,4
"582",1,2,13,4,3.33333333333333,2.33333333333333,3.66666666666667,4,4,2.33333333333333,3.66666666666667,2.66666666666667,4,3.66666666666667,4.66666666666667
"583",1,2,13,3.66666666666667,3.66666666666667,3,3.66666666666667,4,3.33333333333333,3,3.66666666666667,3.33333333333333,4,4,4.33333333333333
"584",1,1,14,2.66666666666667,3.66666666666667,2.66666666666667,3.33333333333333,4,3.66666666666667,3.33333333333333,2.66666666666667,3,3.66666666666667,4,3
"585",1,1,13,3.66666666666667,4,3.33333333333333,3.66666666666667,3,4,3.66666666666667,4,3.66666666666667,4,3.33333333333333,3.66666666666667
"586",1,2,14,3.66666666666667,3.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,3.33333333333333,3,4,4,3.33333333333333
"587",3,2,15,3,3.33333333333333,2.33333333333333,2.33333333333333,2.66666666666667,3,2.66666666666667,3,2.33333333333333,4,3,3
"588",3,1,16,3,3.33333333333333,3.5,4,3.66666666666667,3.33333333333333,3.66666666666667,2,3.66666666666667,3.66666666666667,4,3.66666666666667
"589",3,2,16,2.66666666666667,3.33333333333333,2.66666666666667,3,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,3.66666666666667
"590",3,1,15,3,3.33333333333333,3,4,3.33333333333333,2.66666666666667,3,3.33333333333333,2.66666666666667,4,3.33333333333333,3.66666666666667
"591",3,2,15,2.66666666666667,2.33333333333333,3.66666666666667,4,4,4,3.33333333333333,3,3,3.33333333333333,2,3
"592",3,2,15,2.66666666666667,3,2.66666666666667,2.66666666666667,2,2,3.33333333333333,3,3.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333
"593",3,1,15,2.66666666666667,3,3.33333333333333,4,3.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,4
"594",1,2,13,4,4,3,3.66666666666667,4,4,3.66666666666667,2,3.33333333333333,4,3.33333333333333,4
"595",1,1,13,4,2.66666666666667,2.33333333333333,4,3.66666666666667,3.66666666666667,3.33333333333333,3.5,4,3.33333333333333,4.33333333333333,5
"596",1,2,14,3.66666666666667,3.66666666666667,4,4,4,3.66666666666667,3.66666666666667,4,3.66666666666667,4,4.33333333333333,4.66666666666667
"597",1,1,14,3.66666666666667,3.33333333333333,2.66666666666667,4,2.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,3.33333333333333
"598",1,2,13,3.33333333333333,4,2.33333333333333,4,4,3.33333333333333,2.33333333333333,3.33333333333333,4,4,2.66666666666667,5
"599",1,2,13,3.66666666666667,3,1.33333333333333,3.33333333333333,3.66666666666667,3,2.66666666666667,4,3.66666666666667,4,2.66666666666667,3.66666666666667
"600",1,2,13,2,3.66666666666667,3,3,2.66666666666667,2.66666666666667,3,3.66666666666667,3.33333333333333,2.66666666666667,3,2.66666666666667
"601",1,2,13,2.66666666666667,1.66666666666667,2.5,3,2,4,1.33333333333333,4,3.66666666666667,3.66666666666667,2,2
"602",1,2,13,2.66666666666667,3.66666666666667,2,2,4,3,2.66666666666667,2.33333333333333,3,4,5,3.33333333333333
"603",1,1,13,4,3.66666666666667,3,3.66666666666667,4,3.66666666666667,3.66666666666667,2.66666666666667,2.66666666666667,4,4.66666666666667,5
"604",1,2,13,2.66666666666667,3.33333333333333,3,2,3,3.66666666666667,3.66666666666667,3,2.66666666666667,3.33333333333333,2.66666666666667,3.33333333333333
"605",1,2,13,3.33333333333333,4,2.33333333333333,3.66666666666667,2.66666666666667,1.66666666666667,3,2.66666666666667,2.66666666666667,4,3.66666666666667,3.66666666666667
"606",1,1,13,2.66666666666667,3,2.33333333333333,3.66666666666667,3.66666666666667,3,3.66666666666667,2.66666666666667,2.66666666666667,3.66666666666667,4.66666666666667,4.66666666666667
"607",1,2,13,2.66666666666667,3.33333333333333,2.66666666666667,2,3.33333333333333,1.66666666666667,3,3,2.66666666666667,3,3,3.66666666666667
"608",1,2,13,2.33333333333333,3.66666666666667,2.66666666666667,3.5,3.33333333333333,4,3,3,2.66666666666667,3.33333333333333,2.66666666666667,2.33333333333333
"609",1,2,14,3.33333333333333,3.33333333333333,2,2,3,4,3,3.33333333333333,4,4,4,3.66666666666667
"610",1,1,15,2.66666666666667,3.33333333333333,1.33333333333333,3.33333333333333,2,1.66666666666667,2,2.33333333333333,3,4,2.66666666666667,4
"611",1,1,13,2.66666666666667,4,3.66666666666667,4,4,1,3,4,2,4,4.66666666666667,5
"612",1,1,13,3,3.66666666666667,2,4,3.33333333333333,3,2.66666666666667,3.66666666666667,3.66666666666667,3.33333333333333,4,4
"613",1,1,13,2.66666666666667,3.33333333333333,2.66666666666667,4,2.33333333333333,3,3,3.33333333333333,3,2.66666666666667,3.66666666666667,3
"614",2,1,14,4,3.66666666666667,3,4,4,2,3,3,3,3,5,5
"615",2,2,14,3.66666666666667,3.33333333333333,2.66666666666667,3.33333333333333,3.66666666666667,3,2,3.66666666666667,3.33333333333333,3,4.66666666666667,4.33333333333333
"616",2,2,15,3.66666666666667,4,1.66666666666667,2,1.66666666666667,4,3,3.66666666666667,3,3.33333333333333,4.33333333333333,5
"617",2,2,15,3.66666666666667,4,4,3.66666666666667,3.33333333333333,4,3.66666666666667,4,3.66666666666667,4,3.66666666666667,3.33333333333333
"618",2,2,15,3.66666666666667,3.33333333333333,3,3.33333333333333,2.66666666666667,2.66666666666667,2,3,2.33333333333333,4,4.33333333333333,4
"619",2,1,15,4,4,3,3.66666666666667,4,2.66666666666667,4,3,4,4,5,4
"620",2,2,14,3.66666666666667,3.66666666666667,4,3.66666666666667,2.66666666666667,4,3.33333333333333,4,3,3.33333333333333,4,4.33333333333333
"621",2,2,16,3.66666666666667,3.66666666666667,2.33333333333333,3.66666666666667,4,3.33333333333333,3.66666666666667,4,4,4,4,3.33333333333333
"622",2,1,15,4,3.33333333333333,3.33333333333333,3.66666666666667,4,3,3.33333333333333,3.33333333333333,3,4,5,5
"623",2,2,16,1.5,3,3.5,3.33333333333333,2,4,3.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,3.66666666666667,3.5
"624",1,2,16,2.33333333333333,1.66666666666667,3.33333333333333,2.33333333333333,2,2.5,2.66666666666667,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667
"625",2,2,14,3,3.33333333333333,2.33333333333333,2.66666666666667,4,4,3,3,3,4,3.66666666666667,3.33333333333333
"626",2,2,15,3.33333333333333,4,1.66666666666667,3,3.66666666666667,3.33333333333333,3.33333333333333,3,3,3.66666666666667,5,4.33333333333333
"627",2,2,15,3.33333333333333,3.33333333333333,3.66666666666667,3.33333333333333,4,4,4,3.66666666666667,3,4,4,3.33333333333333
"628",2,2,14,2.33333333333333,1.66666666666667,2.33333333333333,2.33333333333333,3.33333333333333,3.66666666666667,2.33333333333333,4,2.66666666666667,4,2,3
"629",2,2,15,3,3,2.66666666666667,3.66666666666667,4,2.33333333333333,4,3.66666666666667,3.66666666666667,4,5,4.66666666666667
"630",2,1,15,2.66666666666667,3.33333333333333,3,3,3.33333333333333,3.33333333333333,2.66666666666667,3.33333333333333,3.33333333333333,3,3.33333333333333,3.33333333333333
"631",1,1,15,3.33333333333333,2.66666666666667,3,3.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,3,2.33333333333333,3,2.66666666666667,3.33333333333333
"632",1,1,14,3.66666666666667,3.66666666666667,3.66666666666667,4,3.66666666666667,3.66666666666667,4,3,3.66666666666667,4,4.66666666666667,4.33333333333333
"633",1,1,13,4,4,3.66666666666667,4,4,3.66666666666667,4,4,4,4,5,5
"634",1,2,14,3.33333333333333,3.66666666666667,3.33333333333333,4,2.66666666666667,4,3,3.33333333333333,4,4,4.66666666666667,4.66666666666667
"635",1,1,13,3,4,3,4,4,4,3,3,3,4,3.33333333333333,3.66666666666667
"636",1,2,13,3.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,4,4,2.33333333333333,4,2.66666666666667,3.33333333333333,4.66666666666667,4
"637",1,1,13,3,1.33333333333333,1.66666666666667,2.66666666666667,3.66666666666667,4,1,1.66666666666667,2.33333333333333,2.66666666666667,1,1
"638",1,1,14,3,3.66666666666667,3,3,3,3,3,3,3,3,2,1
"639",1,2,14,3,3.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,3,3.33333333333333,3
"640",1,1,14,3.33333333333333,3.33333333333333,3,4,3,3,3,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667
"641",1,1,14,2.66666666666667,3.66666666666667,2,3.33333333333333,4,1.33333333333333,3,3.5,3.33333333333333,4,3.33333333333333,5
"642",1,1,14,2.66666666666667,3.66666666666667,2.66666666666667,3,4,2.66666666666667,3.66666666666667,3.66666666666667,3,3.33333333333333,3.33333333333333,3
"643",1,2,14,3,2.66666666666667,2.66666666666667,1.66666666666667,2,2.33333333333333,3,3,2.33333333333333,2.33333333333333,3,3
"644",1,2,14,3,2.5,2,2.66666666666667,2.33333333333333,1,2.66666666666667,2.66666666666667,2.66666666666667,4,3,3
"645",1,1,14,3.33333333333333,3,3.33333333333333,1.5,2.33333333333333,3.66666666666667,3.33333333333333,3,3.33333333333333,3.66666666666667,5,5
"646",1,2,14,2.33333333333333,3.33333333333333,2,3.66666666666667,2,2.33333333333333,2.33333333333333,2.66666666666667,2,1.33333333333333,2.33333333333333,2
"647",1,2,13,3,3.66666666666667,2,4,4,4,3.66666666666667,3.33333333333333,3,3,3,3
"648",1,1,15,3.66666666666667,4,3,3.33333333333333,4,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,5,5
"649",1,1,13,4,4,2.33333333333333,4,4,3.66666666666667,4,4,4,4,5,5
"650",1,1,13,3.5,3,2.5,3.33333333333333,3,3,2.5,2,2.66666666666667,3,3,2
"651",1,1,14,2.66666666666667,3,2,4,1.66666666666667,1,2,4,3,2,1.66666666666667,1
"652",1,1,14,3.66666666666667,4,3.66666666666667,3,3.33333333333333,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,3.33333333333333,4.66666666666667
"653",1,1,13,3.33333333333333,3,2.33333333333333,2.66666666666667,2.33333333333333,3.33333333333333,3,3,2.66666666666667,3.33333333333333,4,2.33333333333333
"654",2,2,15,3.33333333333333,3.66666666666667,2,3,3.33333333333333,4,3.66666666666667,4,2.33333333333333,4,1.66666666666667,3.33333333333333
"655",2,2,15,3.33333333333333,4,4,3.33333333333333,4,4,3.33333333333333,3,3.33333333333333,3,3.66666666666667,3.66666666666667
"656",2,2,15,3,2,3.33333333333333,2.33333333333333,3.66666666666667,4,3.33333333333333,3.33333333333333,3,3.33333333333333,2.33333333333333,3
"657",2,2,14,2.66666666666667,2.33333333333333,1.33333333333333,2.33333333333333,2.66666666666667,4,1.66666666666667,3.33333333333333,1.66666666666667,3,2,2.33333333333333
"658",2,1,15,2.66666666666667,4,3,3.33333333333333,2.33333333333333,3,3.66666666666667,2.66666666666667,2,3.33333333333333,4.66666666666667,4
"659",2,2,14,2.33333333333333,1.33333333333333,2.33333333333333,2,1.66666666666667,1.66666666666667,1.33333333333333,4,2,4,1,1
"660",2,2,14,2.66666666666667,3.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,1.33333333333333,3.66666666666667,2.33333333333333,3.33333333333333,4,4,4
"661",2,1,16,2.66666666666667,3.33333333333333,2.33333333333333,3,3.66666666666667,4,4,3.66666666666667,2.66666666666667,4,4.33333333333333,4
"662",2,2,14,2.66666666666667,3,2.33333333333333,2,1,4,3.66666666666667,4,3.66666666666667,3.33333333333333,3,4.5
"663",1,1,14,2.33333333333333,2.33333333333333,2.66666666666667,3,3,2.66666666666667,3,3.33333333333333,2,2.66666666666667,3.33333333333333,3.33333333333333
"664",2,1,15,3.33333333333333,2.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,3.66666666666667,4,3,3.33333333333333,3.66666666666667,4.33333333333333,4.33333333333333
"665",1,2,15,3.33333333333333,2.66666666666667,3.5,4,3.33333333333333,3.66666666666667,3,3.33333333333333,3.66666666666667,4,5,4
"666",1,2,15,2.33333333333333,2.33333333333333,2,3,3.66666666666667,1.5,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,3,3
"667",1,1,14,2.66666666666667,3,2.66666666666667,3.5,2.66666666666667,2,3,2.66666666666667,2.5,3.66666666666667,3.66666666666667,3
"668",1,2,13,2.33333333333333,2.33333333333333,2,2.66666666666667,2,3.66666666666667,2,3.66666666666667,2.33333333333333,1.66666666666667,2,1.66666666666667
"669",1,1,13,3.66666666666667,2.5,3.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,3.66666666666667,2.33333333333333,4,2.33333333333333,4
"670",1,1,13,2.66666666666667,3,2.66666666666667,3,2.5,1,2.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,3,2.5
